,ID,text,labels
5228,1255592155852288002t,   Oh yeah well the Chinese beat 50000 dogs to death with sticks that doesn ’ t make it right or good I ’ ain ’ t scared of the shit This whole thing was overblown on purpose for a reaction to see how fast and readily the people comply wait till they force - feed you the vaccine,mandatory unnecessary
6712,1377926274199486466t," My ward managers mother since having the vaccine , with no underlying causes has bilateral PE and a femoral DVT - Doctors refusing to complete yellow card !",side-effect
5544,1355348008838303744t,"Imagine murdering your wife and still getting the vaccine ahead of my successful , elderly philanthropic parents who ’ ve devoted their entire life ’ s earnings to their church and their community . Ask me again why my Mom is refusing the vaccine .",none
2950,1303682009366052864t,There's way too many players in the vaccine race . That shit is like playing Russian roulette picking a winner . ( where's the insider trading ) LMFAOOOOO,none
4931,1428190440994467840t," The overwhelming majority of the 578 seriously ill in hospital are vaccinated . The unvaxxed are a tiny proportion of those hospitalised with Covid . With the side effect profile of Pfizer , natural immunity assisted by IVM prophylaxis would be a safer bet .",side-effect
1081,1303305598419730434t, Seems like that vaccine is turning u to Russian 🇷 🇺 😀,none
5352,1255732603216412672t,   There are two opinions ...  it takes tears to prove a vaccine if ready for people to digest into their bodies safely ... if that ’ s so it proves the “ Conspiracy theory ” .. or secondly it ’ s not been tested properly and it ’ s all part of the NWO and Deep State ... it ’ s not a good,rushed
8664,1305692714483286016t,Did anybody else receive this in the mail for Covid vaccine testing ? Umm . No thank you ! ,none
6531,1410722870620147712t,"CDC Experts Disagree With Pfizer on COVID Boosters , Threatening Pharma Giant ’ s Billion Dollar Revenue Stream • Children's Health Defense ",pharma
8181,1329395373723578371t,"By God ’ s grace , I recovered from the Chinese virus in April . It was a terrible experience . Yet I WILL NOT TAKE A COVID - 19 VACCINE . Thanks . God bless .",none
6093,1285646419844567045t," At the start of this pandemic I was absolutely terrified of corona , but I still said I wouldn ’ t have the vaccine , now after all these months I know that it isn ’ t as dangerous to healthy people and I still won ’ t be having the vaccine",none
1496,1341000980138250241t,"  Bro , the Moderna vaccine could have taken years to make . If it was being shipped on Dec 21 , 2024 , then that is when we'll get ' mutation ' news . lol nobody is falling for this crap . Live your life people .",conspiracy rushed side-effect
2529,1432316506717761539t,Woman dies from possible ' rare side effect ' after receiving Pfizer vaccine ,side-effect
9772,1375197295948484611t,"   Total joke . The young ( 18 - 40s ) won't be getting the vaccine . They are already limiting it now , supply is getting shorter . I won't bother if I have to do this just to go to the pub . I would for holiday but nothing else !",none
6029,1376984745599438850t,"  From what I read , they were predominantly women and under 55 . But , why would the AstraZeneca vaccine only cause blood clots in those under 55 ? I think a pause on this vaccine is warranted until they have a more detailed investigation .",side-effect
2612,1265364752613748739t, Remdesivir does not reduce mortality rate . It only reduces recovery time . Just pray we don ’ t get stuck with Moderna ’ s vaccine - untested biotech that edits mRNA message by creating new base pairs . It is gene editing and has never been approved for human use .,ineffective
4738,1257959006691344384t,#Qanon Another bad news for the pro - vaccine ... Seasonal flu vaccine increased covid death . ,side-effect
1550,1360359304637816832t,"#VAERS 76 y . o . ♀ ️ Massachusetts 0 days after #Pfizervaccine #vaccinedeaths "" Write - up : decedent had shortness of breath and hypoxia , cardiac arrested in front of the EMS crew , ACLS initiated , arrived in the Hospital ED asystole and pronounced dead "" ",side-effect
397,1340592644003688450t,Aah ! Why hasn't the Pfizer CEO injected his own COVID - 19 vaccine ? via   ,none
7391,1376627087763718147t, So what about the people who have special needs and they have a fit because of the vaccine and they not fell well what happens then and sid of facts,side-effect
7834,1355205492264599557t," Here in Germany we have less vaccine but fewer deaths . The United Kingdom has a lot of vaccine and , sadly , a large number of deaths . I know what I personally prefer .",side-effect
8267,1376607952413540357t,"  Depends how you define safe . Simply put it has been associated with rare blood clotting in a limited number of women under the age of 55 , within 2 weeks of vaccination . No causation has been proven or is known but it raises concerns for this group",side-effect
9255,1292535871086964741t,"    I am not an anti vaxxer at all , got my son vaccinated , but please look a bit deeper before taking a vaccine AstraZeneca will not take liability for even if they are producing it . This vax is different from all we had so far . ",ineffective
2406,1332501469724106757t, He's a good man he refused 900million off IMF + Bill Gates for covid 19 loans and event 201 agenda . My brother inlaw family employ lots belorussians in Sokolka poland right by border . He's a v good man he refused to lockdown his people and refused bill gates bribes for vaccine etc,pharma
6163,1370032821054607362t,"Denmark pulls AstraZeneca's COVID vaccine after multiple cases of blood clots , and one death follows vaccination .  ",side-effect
375,1316105596861587458t,"It is absolutely HORRIFYING that the US Government is paying Moderna $ 65 MILLION to make "" MOBILE "" Covid - 19 vaccine FACTORIES ! Is the US government planning to force vaccinate EVERY person in the US by the military ? It certainly seems so .",mandatory
5161,1256969756432896006t," You can't depend on renewables unless you have huge batteries . There's no answer , apart from using less power ... unless the folks at JET solve nuclear fusion - they're always saying they're nearly there ... hence my concern about Oxford being the focus for this magic vaccine ...",none
7356,1370366823632355330t,"39 - Year Old Mother With No Known Conditions Dies After Receiving Second Round Of Moderna ’ s mRNA COVID Vaccine , Will YOU Be Next To Die ?     ",side-effect
5103,1376470381595406339t,"  Completely agree . And let ’ s not forget all the younger people that haven ’ t been vaccinated , but had the virus & experienced mild symptoms , or were asymptomatic , that have now recovered . They too have protection / immunity Who exactly is at risk now ?",unnecessary
4836,1318664565970841600t,"we need to Beware the CoVid / Chinese Virus vaccine ... alters DNA , no testing ... unknown possible damage #maga #americafirst ",rushed side-effect
1210,1299518628858155008t,"Coronavirus vaccine on track for FDA approval by end of 2020 , says Operation Warp Speed official  ( I don't give a damn ! I'm NOT taking it . - _ - )",rushed
2297,1415056939206299648t," Adria , isn ’ t curevac working on a second generation vaccine that will be dosed stronger ? And also work better on variants ? Wasn ’ t a big reason the effectiveness was at 50 % because they went low on potency ? ",ineffective
3289,1336497553983102978t,".  FDA Admits 2 People Died In Pfizer Trials , Vaccines And Nanoparticles … ",ingredients side-effect
5787,1341936926375473152t," It's insane . Kids are not at risk . Yes they can spread covid , just like common cold and flu for millenniums before . The vulnerable need to be cautious . Those willing can take the vaccine ( my family won't ) . This isn't rocket science . Let live .",unnecessary
669,1409855580408193025t,"Man , 65 , dies from blood clot after Moderna vaccine - Yahoo Lifestyle UK ",side-effect
